82ag73b1g15b2g15b3g13au17b1u76b2u79b3u,HHL+1L+2,-4513.4098245461,1.062,0.000,1.940,1.557,sing
82ag73b1g16b2g14b3g14au15b1u76b2u79b3u,H-1H-1LL,-4513.4097654746,1.063,0.000,0.000,1.672,sing
82ag73b1g15b2g15b3g14au16b1u76b2u79b3u,HHLL+1,-4513.4079027748,1.114,0.000,2.961,1.623,sing
82ag73b1g16b2g15b3g13au16b1u76b2u79b3u,H-1HL+1L+1,-4513.4075329548,1.124,0.000,2.095,1.674,trip
82ag73b1g15b2g15b3g14au16b1u76b2u79b3u,H-1HHLLL+1,-4513.4070409043,1.138,0.000,2.367,1.684,trip
82ag73b1g16b2g15b3g13au16b1u76b2u79b3u,H-1L+1,-4513.4069223542,1.141,0.000,2.056,1.664,trip
82ag73b1g16b2g15b3g14au15b1u76b2u79b3u,H-1H-1LL+1,-4513.4056122130,1.176,0.000,2.061,1.675,trip
82ag73b1g16b2g15b3g13au17b1u76b2u79b3u,H-1HL+1L+2,-4513.4055303984,1.179,0.000,3.026,1.601,trip
82ag73b1g15b2g15b3g14au16b1u76b2u79b3u,H-1HHLLL+1,-4513.4039508326,1.222,0.000,1.542,1.680,sing
82ag73b1g16b2g15b3g14au16b1u76b2u79b3u,H-2HLL+1,-4513.4034284128,1.236,0.000,4.069,1.616,trip
82ag73b1g16b2g15b3g13au17b1u76b2u79b3u,H-1HL+1L+2,-4513.4026440277,1.257,0.000,2.020,1.597,sing
82ag73b1g16b2g15b3g13au16b1u76b2u79b3u,H-1L+1,-4513.4025666346,1.259,0.000,1.027,1.598,sing
82ag73b1g16b2g15b3g14au16b1u76b2u79b3u,H-2HLL+1,-4513.4023670530,1.265,0.000,3.036,1.624,sing
82ag73b1g16b2g15b3g14au16b1u76b2u79b3u,H-1HLL+1,-4513.4015023012,1.288,0.000,2.033,1.605,sing
82ag73b1g16b2g15b3g14au15b1u76b2u79b3u,H-1H-1HLLL+1,-4513.4007447708,1.309,0.000,1.033,1.680,sing
82ag73b1g15b2g15b3g13au16b1u76b2u79b3u,HHL+1L+1,-4513.3971096346,1.408,0.000,2.036,1.625,sing
82ag73b1g16b2g14b3g14au17b1u76b2u79b3u,H-2HLL+2,-4513.3952573221,1.458,0.000,2.043,1.611,sing
82ag73b1g16b2g15b3g14au15b1u76b2u79b3u,H-1H-1LL+1,-4513.3950020495,1.465,0.000,1.002,1.673,sing
82ag73b1g16b2g15b3g13au16b1u76b2u79b3u,H-2HL+1L+1,-4513.3943726558,1.482,0.000,3.100,1.619,trip
82ag73b1g15b2g15b3g14au16b1u76b2u79b3u,H-1HHLL+1L+1,-4513.3941726070,1.488,0.000,2.536,1.685,trip
82ag73b1g15b2g15b3g14au16b1u76b2u79b3u,H-1HHLL+1L+1,-4513.3919879522,1.547,0.000,1.683,1.682,sing
82ag73b1g16b2g14b3g13au17b1u76b2u79b3u,H-3L+2,-4513.3898881421,1.604,0.000,2.050,1.515,trip
82ag73b1g16b2g15b3g13au16b1u76b2u79b3u,H-1HL+1L+1,-4513.3896993802,1.609,0.000,1.047,1.608,sing
82ag73b1g16b2g14b3g13au17b1u76b2u79b3u,H-3L+2,-4513.3872982998,1.675,0.000,1.037,1.517,sing
82ag73b1g16b2g15b3g13au17b1u76b2u79b3u,H-2HL+1L+2,-4513.3862392290,1.704,0.000,2.059,1.612,sing
82ag73b1g16b2g14b3g13au17b1u76b2u79b3u,H-4L+2,-4513.3834331069,1.780,0.000,2.043,1.494,trip
82ag73b1g16b2g14b3g13au17b1u76b2u79b3u,H-4L+2,-4513.3829704486,1.793,0.000,1.059,1.495,sing
82ag73b1g16b2g15b3g13au15b1u76b2u79b3u,H-1H-1L+1L+1,-4513.3814862241,1.833,0.000,0.000,1.675,sing
82ag73b1g16b2g14b3g14au16b1u76b2u79b3u,H-3L,-4513.3812623624,1.839,0.000,3.032,1.588,trip
82ag73b1g16b2g14b3g14au16b1u76b2u79b3u,H-3L,-4513.3793952242,1.890,0.000,2.044,1.586,sing
82ag73b1g15b2g15b3g14au15b1u76b2u79b3u,H-1H-1LLL+1L+1,-4513.3790582688,1.899,0.000,0.000,1.689,sing
82ag73b1g16b2g14b3g14au16b1u76b2u79b3u,H-4L,-4513.3709793438,2.119,0.000,3.043,1.572,trip
82ag73b1g16b2g15b3g13au16b1u76b2u79b3u,H-3L+1,-4513.3694943275,2.159,0.000,3.038,1.587,trip
82ag73b1g16b2g15b3g13au16b1u76b2u79b3u,H-4L+1,-4513.3623319893,2.354,0.000,1.894,1.560,sing
82ag73b1g16b2g14b3g13au16b1u77b2u79b3u,HL+3,-4513.2670759404,4.946,0.000,3.148,1.587,trip
82ag73b1g16b2g14b3g13au16b1u77b2u79b3u,HL+3,-4513.2669228988,4.950,0.000,2.146,1.586,sing
82ag74b1g16b2g14b3g13au16b1u76b2u79b3u,HL+4,-4513.2629161799,5.059,0.000,3.142,1.588,trip
82ag74b1g16b2g14b3g13au16b1u76b2u79b3u,HL+4,-4513.2625856214,5.068,0.000,2.137,1.589,sing
82ag73b1g15b2g14b3g14au16b1u77b2u79b3u,H-1HLL+3,-4513.2515162413,5.370,0.000,3.165,1.613,sing
82ag73b1g15b2g14b3g14au16b1u77b2u79b3u,HHLL+3,-4513.2515162341,5.370,0.000,3.165,1.613,sing
82ag73b1g15b2g14b3g13au17b1u77b2u79b3u,HHL+2L+3,-4513.2497206269,5.419,0.000,2.970,1.539,trip
82ag73b1g15b2g14b3g13au17b1u77b2u79b3u,HHL+2L+3,-4513.2496954289,5.419,0.000,1.971,1.539,sing
82ag73b1g15b2g14b3g14au16b1u77b2u79b3u,H-1HLL+3,-4513.2491563904,5.434,0.000,3.868,1.610,trip
82ag73b1g15b2g14b3g14au16b1u77b2u79b3u,HHLL+3,-4513.2491562295,5.434,0.000,3.868,1.609,trip
82ag74b1g15b2g14b3g13au17b1u76b2u79b3u,HHL+2L+4,-4513.2459828232,5.520,0.000,1.818,1.538,sing
82ag74b1g15b2g14b3g14au16b1u76b2u79b3u,HHLL+4,-4513.2457847543,5.526,0.000,3.024,1.612,sing
82ag74b1g15b2g14b3g14au16b1u76b2u79b3u,HHLL+4,-4513.2449384077,5.549,0.000,3.746,1.608,trip
82ag73b1g16b2g14b3g13au16b1u77b2u79b3u,H-3L+3,-4513.2433473934,5.592,0.000,2.016,2.168,trip
82ag73b1g16b2g14b3g13au16b1u77b2u79b3u,H-3L+3,-4513.2433327904,5.592,0.000,1.022,2.169,sing
82ag73b1g16b2g14b3g13au17b1u77b2u79b3u,H-1HL+2L+3,-4513.2414501993,5.644,0.000,3.010,1.589,trip
82ag73b1g16b2g14b3g13au17b1u77b2u79b3u,H-1HL+2L+3,-4513.2414373809,5.644,0.000,2.010,1.589,sing
82ag73b1g16b2g14b3g13au16b1u77b2u79b3u,H-1L+3,-4513.2413523088,5.646,0.000,2.010,1.589,trip
82ag73b1g16b2g14b3g13au16b1u77b2u79b3u,H-1L+3,-4513.2413317212,5.647,0.000,1.010,1.589,sing
82ag73b1g15b2g14b3g14au16b1u77b2u79b3u,H-1HHLLL+3,-4513.2395597184,5.695,0.000,1.553,1.674,sing
82ag73b1g15b2g15b3g13au16b1u77b2u79b3u,HHL+1L+3,-4513.2390675510,5.708,0.000,3.091,1.616,sing
82ag73b1g16b2g14b3g14au16b1u77b2u79b3u,H-2HLL+3,-4513.2390539654,5.709,0.000,4.062,1.606,trip
82ag73b1g16b2g14b3g14au16b1u77b2u79b3u,H-2HLL+3,-4513.2389990610,5.710,0.000,3.061,1.606,sing
82ag74b1g16b2g14b3g14au16b1u76b2u79b3u,H-1HLL+4,-4513.2386125023,5.721,0.000,2.042,1.598,sing
82ag74b1g16b2g14b3g13au17b1u76b2u79b3u,H-1HL+2L+4,-4513.2373431898,5.755,0.000,2.010,1.590,sing
82ag74b1g16b2g14b3g13au16b1u76b2u79b3u,H-1L+4,-4513.2372375460,5.758,0.000,2.010,1.591,trip
82ag74b1g16b2g14b3g13au16b1u76b2u79b3u,H-1L+4,-4513.2372257290,5.759,0.000,1.010,1.590,sing
82ag73b1g15b2g15b3g13au16b1u77b2u79b3u,HHL+1L+3,-4513.2371815286,5.760,0.000,3.925,1.612,trip
82ag73b1g16b2g14b3g14au15b1u77b2u79b3u,H-1H-1LL+3,-4513.2352634059,5.812,0.000,2.037,1.666,trip
82ag73b1g16b2g14b3g14au15b1u77b2u79b3u,H-1H-1LL+3,-4513.2351482288,5.815,0.000,1.036,1.666,sing
82ag74b1g15b2g15b3g13au16b1u76b2u79b3u,HHL+1L+4,-4513.2339800102,5.847,0.000,3.030,1.616,sing
82ag74b1g15b2g15b3g13au16b1u76b2u79b3u,HHL+1L+4,-4513.2333052369,5.865,0.000,3.820,1.610,trip
82ag73b1g16b2g15b3g13au16b1u77b2u79b3u,H-1HL+1L+3,-4513.2314774178,5.915,0.000,2.067,1.597,sing
82ag74b1g16b2g14b3g14au15b1u76b2u79b3u,H-1H-1LL+4,-4513.2295813821,5.967,0.000,1.032,1.666,sing
82ag73b1g16b2g15b3g13au16b1u77b2u79b3u,H-1HL+1L+3,-4513.2279483785,6.011,0.000,3.044,1.599,trip
82ag73b1g15b2g15b3g14au16b1u77b2u79b3u,H-1HHLL+1L+3,-4513.2265368344,6.049,0.000,2.728,1.679,sing
82ag74b1g16b2g15b3g13au16b1u76b2u79b3u,H-1HL+1L+4,-4513.2257649981,6.070,0.000,2.043,1.599,sing
82ag73b1g16b2g15b3g13au15b1u77b2u79b3u,H-1H-1L+1L+3,-4513.2203140304,6.219,0.000,2.014,1.668,trip
82ag73b1g16b2g15b3g13au15b1u77b2u79b3u,H-1H-1L+1L+3,-4513.2201985949,6.222,0.000,1.014,1.669,sing
82ag74b1g16b2g15b3g13au15b1u76b2u79b3u,H-1H-1L+1L+4,-4513.2150816499,6.361,0.000,1.014,1.669,sing
82ag73b1g16b2g14b3g13au16b1u77b2u79b3u,H-4L+3,-4513.1991829234,6.794,0.000,3.053,1.566,trip
82ag73b1g16b2g14b3g13au16b1u77b2u79b3u,H-4L+3,-4513.1991394201,6.795,0.000,2.053,1.566,sing
82ag74b1g15b2g14b3g13au16b1u77b2u79b3u,HHL+3L+4,-4513.0706572381,10.291,0.000,3.700,1.596,trip
82ag73b1g15b2g14b3g13au16b1u77b2u79b3u,HHL+3L+3,-4513.0664438017,10.406,0.000,2.443,1.597,sing
82ag74b1g15b2g14b3g13au16b1u77b2u79b3u,HHL+3L+4,-4513.0660848578,10.415,0.000,2.799,1.597,sing
82ag73b1g16b2g14b3g13au16b1u77b2u79b3u,H-2HL+3L+3,-4513.0628871093,10.503,0.000,3.745,1.598,trip
82ag73b1g16b2g14b3g13au16b1u77b2u79b3u,H-1HL+3L+3,-4513.0612066827,10.548,0.000,1.780,1.587,sing
82ag74b1g15b2g14b3g13au16b1u76b2u79b3u,HHL+4L+4,-4513.0589646140,10.609,0.000,1.990,1.595,sing
82ag74b1g16b2g14b3g13au16b1u76b2u79b3u,H-1HL+4L+4,-4513.0550531048,10.716,0.000,1.558,1.589,sing
82ag73b1g16b2g14b3g13au15b1u77b2u79b3u,H-1H-1L+3L+3,-4513.0464832020,10.949,0.000,0.632,1.664,sing
82ag74b1g16b2g14b3g13au15b1u77b2u79b3u,H-1H-1L+3L+4,-4513.0459992309,10.962,0.000,1.000,1.662,sing
82ag73b1g15b2g14b3g14au15b1u77b2u79b3u,H-1H-1HHLLL+3L+3,-4513.0435257337,11.029,0.000,0.778,1.672,sing
82ag74b1g16b2g14b3g13au15b1u76b2u79b3u,H-1H-1L+4L+4,-4513.0372910882,11.199,0.000,0.407,1.661,sing
